id,direction,path_family,entry_mode,continuation_or_fade,graph,origin_id,primitive_ids,context_conditions,has_fvg,has_ifvg,has_rb,has_sweep,entry_seq,entry_ts,entry_price,structural_stop,structural_target,natural_rr,executed_target,executed_rr,expiry_seq,expiry_rule,eligible,rejected,rejection_reason,outcome
SETUP-041437,long,formation_continuation,formation_close,continuation,vwap:break_accept_above -> continuation,VWAP-000001,VWAP-000001,vwap_accept_above,False,False,False,False,47,2025-07-06 22:47:00+00:00,22994.75,22993.874025838162,22996.5,1.9978,22995.625974161838,1.0,167,120_bars_or_segment_end,True,False,,AMBIGUOUS
SETUP-005114,long,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000074,LVL-000074,liquidity_sweep,False,False,False,True,49,2025-07-06 22:49:00+00:00,22991.75,22989.0,22996.5,1.7273,22994.5,1.0,169,120_bars_or_segment_end,True,False,,LOSS
SETUP-005180,long,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000079,LVL-000079,liquidity_sweep,False,False,False,True,49,2025-07-06 22:49:00+00:00,22991.75,22989.0,22996.5,1.7273,22994.5,1.0,169,120_bars_or_segment_end,True,False,,LOSS
SETUP-042589,long,retracement_continuation,retest,continuation,liquidity:swing_low:break -> accept -> retest -> continuation,LVL-000082,LVL-000082,liquidity_accepted,False,False,False,False,51,2025-07-06 22:51:00+00:00,22988.25,22986.75,22990.75,1.6667,22989.75,1.0,171,120_bars_or_segment_end,True,False,,WIN
SETUP-042590,long,retracement_continuation,retest,continuation,liquidity:swing_low:break -> accept -> retest -> continuation,LVL-000083,LVL-000083,liquidity_accepted,False,False,False,False,51,2025-07-06 22:51:00+00:00,22988.25,22986.75,22990.75,1.6667,22989.75,1.0,171,120_bars_or_segment_end,True,False,,WIN
SETUP-042591,long,retracement_continuation,retest,continuation,liquidity:swing_low:break -> accept -> retest -> continuation,LVL-000084,LVL-000084,liquidity_accepted,False,False,False,False,51,2025-07-06 22:51:00+00:00,22988.25,22986.75,22990.75,1.6667,22989.75,1.0,171,120_bars_or_segment_end,True,False,,WIN
SETUP-002542,long,formation_continuation,formation_close,continuation,rb:bullish:formation_close,RB-000002,RB-000002,rb_confirmed,False,False,True,False,52,2025-07-06 22:52:00+00:00,22991.5,22985.5,22996.5,0.8333,22996.5,0.8333,172,120_bars_or_segment_end,True,False,,LOSS
SETUP-002981,long,formation_continuation,first_touch,continuation,rb:bullish:first_touch,RB-000002,RB-000002,rb_revisit,False,False,True,False,53,2025-07-06 22:53:00+00:00,22989.0,22985.5,22990.75,0.5,22990.75,0.5,173,120_bars_or_segment_end,True,False,,LOSS
SETUP-005181,short,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000079,LVL-000079,liquidity_sweep,False,False,False,True,53,2025-07-06 22:53:00+00:00,22986.0,22992.25,22981.0,0.8,22981.0,0.8,173,120_bars_or_segment_end,True,False,,LOSS
SETUP-003410,short,retracement_continuation,midpoint,continuation,displacement:good -> retrace_50 -> continuation,DISP-000007,DISP-000007,good_displacement,False,False,False,False,55,2025-07-06 22:55:00+00:00,22988.375,22992.25,22981.0,1.9032,22984.5,1.0,175,120_bars_or_segment_end,True,False,,LOSS
SETUP-005090,short,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000072,LVL-000072,liquidity_sweep,False,False,False,True,55,2025-07-06 22:55:00+00:00,22986.25,22990.0,22981.0,1.4,22982.5,1.0,175,120_bars_or_segment_end,True,False,,LOSS
SETUP-005222,short,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000082,LVL-000082,liquidity_sweep,False,False,False,True,55,2025-07-06 22:55:00+00:00,22986.25,22990.0,22981.0,1.4,22982.5,1.0,175,120_bars_or_segment_end,True,False,,LOSS
SETUP-005243,short,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000083,LVL-000083,liquidity_sweep,False,False,False,True,55,2025-07-06 22:55:00+00:00,22986.25,22990.0,22981.0,1.4,22982.5,1.0,175,120_bars_or_segment_end,True,False,,LOSS
SETUP-005264,short,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000084,LVL-000084,liquidity_sweep,False,False,False,True,55,2025-07-06 22:55:00+00:00,22986.25,22990.0,22981.0,1.4,22982.5,1.0,175,120_bars_or_segment_end,True,False,,LOSS
SETUP-042579,long,retracement_continuation,retest,continuation,liquidity:swing_low:break -> accept -> retest -> continuation,LVL-000070,LVL-000070,liquidity_accepted,False,False,False,False,59,2025-07-06 22:59:00+00:00,22977.0,22975.5,22977.75,0.5,22977.75,0.5,179,120_bars_or_segment_end,True,False,,AMBIGUOUS
SETUP-042587,long,retracement_continuation,retest,continuation,liquidity:swing_low:break -> accept -> retest -> continuation,LVL-000080,LVL-000080,liquidity_accepted,False,False,False,False,59,2025-07-06 22:59:00+00:00,22977.75,22976.25,22981.0,2.1667,22979.25,1.0,179,120_bars_or_segment_end,True,False,,LOSS
SETUP-042593,long,retracement_continuation,retest,continuation,liquidity:swing_low:break -> accept -> retest -> continuation,LVL-000086,LVL-000086,liquidity_accepted,False,False,False,False,59,2025-07-06 22:59:00+00:00,22981.5,22980.0,22988.25,4.5,22983.0,1.0,179,120_bars_or_segment_end,True,False,,LOSS
SETUP-041441,long,fade,formation_close,fade,vwap:band_reject_-2.618 -> fade_to_vwap,VWAP-000001,VWAP-000001,band_rejection,False,False,False,False,60,2025-07-06 23:00:00+00:00,22971.5,22964.0,22992.515975878658,2.8021,22979.0,1.0,180,120_bars_or_segment_end,True,False,,LOSS
SETUP-042595,long,retracement_continuation,retest,continuation,liquidity:swing_low:break -> accept -> retest -> continuation,LVL-000088,LVL-000088,liquidity_accepted,False,False,False,False,65,2025-07-06 23:05:00+00:00,22964.5,22963.0,22977.0,8.3333,22966.0,1.0,185,120_bars_or_segment_end,True,False,,WIN
SETUP-041442,long,fade,formation_close,fade,vwap:band_reject_-1.618 -> fade_to_vwap,VWAP-000001,VWAP-000001,band_rejection,False,False,False,False,67,2025-07-06 23:07:00+00:00,22972.25,22968.5,22990.408723781253,4.8423,22976.0,1.0,187,120_bars_or_segment_end,True,False,,WIN
SETUP-000757,short,retracement_continuation,first_touch,continuation,fvg:bearish:formed -> first_touch -> continuation,FVG-000017,FVG-000017,fvg_fresh|first_touch,True,False,False,False,70,2025-07-06 23:10:00+00:00,22984.75,22989.75,22981.5,0.65,22981.5,0.65,190,120_bars_or_segment_end,True,False,,LOSS
SETUP-000758,short,retracement_continuation,midpoint,continuation,fvg:bearish:formed -> midpoint -> continuation,FVG-000017,FVG-000017,fvg_fresh|consequent_encroach,True,False,False,False,70,2025-07-06 23:10:00+00:00,22987.0,22989.75,22981.5,2.0,22984.25,1.0,190,120_bars_or_segment_end,True,False,,LOSS
SETUP-000760,short,retracement_continuation,midpoint,continuation,fvg:bearish:formed -> midpoint -> continuation,FVG-000018,FVG-000018,fvg_fresh|consequent_encroach,True,False,False,False,70,2025-07-06 23:10:00+00:00,22980.75,22984.25,22977.75,0.8571,22977.75,0.8571,190,120_bars_or_segment_end,True,False,,LOSS
SETUP-002203,short,fade,retest,fade,ifvg:bearish:retest (from FVG-000011),IFVG-000013,IFVG-000013|FVG-000011,ifvg_retest,True,True,False,False,70,2025-07-06 23:10:00+00:00,22983.5,22987.25,22981.5,0.5333,22981.5,0.5333,190,120_bars_or_segment_end,True,False,,LOSS
SETUP-005091,short,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000072,LVL-000072,liquidity_sweep,False,False,False,True,70,2025-07-06 23:10:00+00:00,22987.25,22989.5,22981.5,2.5556,22985.0,1.0,190,120_bars_or_segment_end,True,False,,LOSS
SETUP-005223,short,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000082,LVL-000082,liquidity_sweep,False,False,False,True,70,2025-07-06 23:10:00+00:00,22987.25,22989.5,22981.5,2.5556,22985.0,1.0,190,120_bars_or_segment_end,True,False,,LOSS
SETUP-005244,short,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000083,LVL-000083,liquidity_sweep,False,False,False,True,70,2025-07-06 23:10:00+00:00,22987.25,22989.5,22981.5,2.5556,22985.0,1.0,190,120_bars_or_segment_end,True,False,,LOSS
SETUP-005265,short,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000084,LVL-000084,liquidity_sweep,False,False,False,True,70,2025-07-06 23:10:00+00:00,22987.25,22989.5,22981.5,2.5556,22985.0,1.0,190,120_bars_or_segment_end,True,False,,LOSS
SETUP-005092,short,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000072,LVL-000072,liquidity_sweep,False,False,False,True,71,2025-07-06 23:11:00+00:00,22988.0,22992.25,22981.5,1.5294,22983.75,1.0,191,120_bars_or_segment_end,True,False,,LOSS
SETUP-005115,short,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000074,LVL-000074,liquidity_sweep,False,False,False,True,71,2025-07-06 23:11:00+00:00,22988.0,22992.25,22981.5,1.5294,22983.75,1.0,191,120_bars_or_segment_end,True,False,,LOSS
SETUP-005182,short,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000079,LVL-000079,liquidity_sweep,False,False,False,True,71,2025-07-06 23:11:00+00:00,22988.0,22992.25,22981.5,1.5294,22983.75,1.0,191,120_bars_or_segment_end,True,False,,LOSS
SETUP-005224,short,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000082,LVL-000082,liquidity_sweep,False,False,False,True,71,2025-07-06 23:11:00+00:00,22988.0,22992.25,22981.5,1.5294,22983.75,1.0,191,120_bars_or_segment_end,True,False,,LOSS
SETUP-005245,short,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000083,LVL-000083,liquidity_sweep,False,False,False,True,71,2025-07-06 23:11:00+00:00,22988.0,22992.25,22981.5,1.5294,22983.75,1.0,191,120_bars_or_segment_end,True,False,,LOSS
SETUP-005266,short,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000084,LVL-000084,liquidity_sweep,False,False,False,True,71,2025-07-06 23:11:00+00:00,22988.0,22992.25,22981.5,1.5294,22983.75,1.0,191,120_bars_or_segment_end,True,False,,LOSS
SETUP-041443,short,retracement_continuation,first_touch,continuation,vwap:bounce -> continuation,VWAP-000001,VWAP-000001,vwap_bounce,False,False,False,False,71,2025-07-06 23:11:00+00:00,22988.0,22992.25,22981.5,1.5294,22983.75,1.0,191,120_bars_or_segment_end,True,False,,LOSS
SETUP-005093,long,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000072,LVL-000072,liquidity_sweep,False,False,False,True,73,2025-07-06 23:13:00+00:00,22989.0,22987.0,22990.75,0.875,22990.75,0.875,193,120_bars_or_segment_end,True,False,,WIN
SETUP-005225,long,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000082,LVL-000082,liquidity_sweep,False,False,False,True,73,2025-07-06 23:13:00+00:00,22989.0,22987.0,22990.75,0.875,22990.75,0.875,193,120_bars_or_segment_end,True,False,,WIN
SETUP-005246,long,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000083,LVL-000083,liquidity_sweep,False,False,False,True,73,2025-07-06 23:13:00+00:00,22989.0,22987.0,22990.75,0.875,22990.75,0.875,193,120_bars_or_segment_end,True,False,,WIN
SETUP-005267,long,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000084,LVL-000084,liquidity_sweep,False,False,False,True,73,2025-07-06 23:13:00+00:00,22989.0,22987.0,22990.75,0.875,22990.75,0.875,193,120_bars_or_segment_end,True,False,,WIN
SETUP-005116,short,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000074,LVL-000074,liquidity_sweep,False,False,False,True,74,2025-07-06 23:14:00+00:00,22990.0,22992.25,22988.25,0.7778,22988.25,0.7778,194,120_bars_or_segment_end,True,False,,WIN
SETUP-005183,short,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000079,LVL-000079,liquidity_sweep,False,False,False,True,74,2025-07-06 23:14:00+00:00,22990.0,22992.25,22988.25,0.7778,22988.25,0.7778,194,120_bars_or_segment_end,True,False,,WIN
SETUP-041446,long,retracement_continuation,first_touch,continuation,vwap:bounce -> continuation,VWAP-000001,VWAP-000001,vwap_bounce,False,False,False,False,74,2025-07-06 23:14:00+00:00,22990.0,22988.75,22990.75,0.6,22990.75,0.6,194,120_bars_or_segment_end,True,False,,LOSS
SETUP-000003,long,formation_continuation,formation_close,continuation,fvg:bullish:formed -> formation_close -> continuation,FVG-000021,FVG-000021,fvg_fresh|good_displacement,True,False,False,False,77,2025-07-06 23:17:00+00:00,22991.75,22988.25,22994.25,0.7143,22994.25,0.7143,197,120_bars_or_segment_end,True,False,,WIN
SETUP-041448,long,formation_continuation,formation_close,continuation,vwap:break_accept_above -> continuation,VWAP-000001,VWAP-000001,vwap_accept_above,False,False,False,False,77,2025-07-06 23:17:00+00:00,22991.75,22989.50563507268,22994.25,1.1139,22993.99436492732,1.0,197,120_bars_or_segment_end,True,False,,WIN
SETUP-000763,long,retracement_continuation,first_touch,continuation,fvg:bullish:formed -> first_touch -> continuation,FVG-000021,FVG-000021,fvg_fresh|first_touch,True,False,False,False,78,2025-07-06 23:18:00+00:00,22991.75,22988.25,22994.25,0.7143,22994.25,0.7143,198,120_bars_or_segment_end,True,False,,WIN
SETUP-005304,short,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000087,LVL-000087,liquidity_sweep,False,False,False,True,78,2025-07-06 23:18:00+00:00,22993.5,22995.0,22991.75,1.1667,22992.0,1.0,198,120_bars_or_segment_end,True,False,,WIN
SETUP-005117,long,fade,formation_close,fade,liquidity:swing_low:sweep -> reject -> fade,LVL-000074,LVL-000074,liquidity_sweep,False,False,False,True,80,2025-07-06 23:20:00+00:00,22992.25,22989.5,22994.25,0.7273,22994.25,0.7273,200,120_bars_or_segment_end,True,False,,WIN
SETUP-005184,long,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000079,LVL-000079,liquidity_sweep,False,False,False,True,80,2025-07-06 23:20:00+00:00,22992.25,22989.5,22994.25,0.7273,22994.25,0.7273,200,120_bars_or_segment_end,True,False,,WIN
SETUP-005368,long,fade,formation_close,fade,liquidity:swing_high:sweep -> reject -> fade,LVL-000090,LVL-000090,liquidity_sweep,False,False,False,True,80,2025-07-06 23:20:00+00:00,22992.25,22989.5,22994.25,0.7273,22994.25,0.7273,200,120_bars_or_segment_end,True,False,,WIN
SETUP-041449,long,retracement_continuation,first_touch,continuation,vwap:bounce -> continuation,VWAP-000001,VWAP-000001,vwap_bounce,False,False,False,False,80,2025-07-06 23:20:00+00:00,22992.25,22989.5,22994.25,0.7273,22994.25,0.7273,200,120_bars_or_segment_end,True,False,,WIN
SETUP-042597,short,retracement_continuation,retest,continuation,liquidity:swing_high:break -> accept -> retest -> continuation,LVL-000090,LVL-000090,liquidity_accepted,False,False,False,False,80,2025-07-06 23:20:00+00:00,22991.75,22993.25,22990.75,0.6667,22990.75,0.6667,200,120_bars_or_segment_end,True,False,,AMBIGUOUS
SETUP-000005,long,formation_continuation,formation_close,continuation,fvg:bullish:formed -> formation_close -> continuation,FVG-000022,FVG-000022,fvg_fresh|good_displacement,True,False,False,False,83,2025-07-06 23:23:00+00:00,23001.75,22994.0,23008.25,0.8387,23008.25,0.8387,203,120_bars_or_segment_end,True,False,,LOSS
SETUP-000006,long,formation_continuation,next_bar,continuation,fvg:bullish:formed -> next_bar -> continuation,FVG-000022,FVG-000022,fvg_fresh|good_displacement,True,False,False,False,84,2025-07-06 23:24:00+00:00,23002.0,22994.0,23008.25,0.7812,23008.25,0.7812,204,120_bars_or_segment_end,True,False,,LOSS
