chart_id,file,candidate_or_branch_id,timestamp,graph_path,coherent,questionable,incorrect_primitive,incorrect_causal_relationship,stop_too_tight,stop_too_wide,target_not_genuine,missed_setup,false_setup,wrong_grade,wrong_similarity,other_notes
primitive_prominent_lower_wick,charts/015_primitive_prominent_lower_wick.png,WICK5-000606,2025-07-14 01:00:00-04:00,,,,,,,,,,,,,
primitive_prominent_lower_wick,charts/016_primitive_prominent_lower_wick.png,WICK5-000612,2025-07-14 01:15:00-04:00,,,,,,,,,,,,,
primitive_equal_level_or_liquidity,charts/017_primitive_equal_level_or_liquidity.png,LVL-003285,2025-07-14 04:04:00+00:00,,,,,,,,,,,,,
primitive_equal_level_or_liquidity,charts/018_primitive_equal_level_or_liquidity.png,LVL-003273,2025-07-14 04:07:00+00:00,,,,,,,,,,,,,
primitive_good_displacement,charts/019_primitive_good_displacement.png,DISP-000601,2025-07-14 04:02:00+00:00,,,,,,,,,,,,,
primitive_good_displacement,charts/020_primitive_good_displacement.png,DISP-000607,2025-07-14 04:19:00+00:00,,,,,,,,,,,,,
primitive_mixed_displacement,charts/021_primitive_mixed_displacement.png,DISP-000600,2025-07-14 04:00:00+00:00,,,,,,,,,,,,,
primitive_mixed_displacement,charts/022_primitive_mixed_displacement.png,DISP-000602,2025-07-14 04:03:00+00:00,,,,,,,,,,,,,
primitive_bad_displacement,charts/023_primitive_bad_displacement.png,DISP-000609,2025-07-14 04:21:00+00:00,,,,,,,,,,,,,
primitive_bad_displacement,charts/024_primitive_bad_displacement.png,DISP-000650,2025-07-14 05:46:00+00:00,,,,,,,,,,,,,
primitive_compression,charts/025_primitive_compression.png,STRUCT-000014,2025-07-14 20:08:00+00:00,,,,,,,,,,,,,
primitive_compression,charts/026_primitive_compression.png,STRUCT-000015,2025-07-14 20:24:00+00:00,,,,,,,,,,,,,
primitive_expansion,charts/027_primitive_expansion.png,STRUCT-000164,2025-07-14 04:02:00+00:00,,,,,,,,,,,,,
primitive_expansion,charts/028_primitive_expansion.png,STRUCT-000165,2025-07-14 04:19:00+00:00,,,,,,,,,,,,,
primitive_time_anchor_interaction,charts/029_primitive_time_anchor_interaction.png,LVL-000015,2025-07-14 04:00:00+00:00,,,,,,,,,,,,,
primitive_time_anchor_interaction,charts/030_primitive_time_anchor_interaction.png,LVL-000016,2025-07-14 07:00:00+00:00,,,,,,,,,,,,,
primitive_vwap_interaction,charts/031_primitive_vwap_interaction.png,VWAP-000004,2025-07-14 04:00:00+00:00,,,,,,,,,,,,,
primitive_vwap_interaction,charts/032_primitive_vwap_interaction.png,VWAP-000004,2025-07-14 04:00:00+00:00,,,,,,,,,,,,,
path_vwap_continuation,charts/033_path_vwap_continuation.png,GNC-019320,2025-07-14 04:00:00+00:00,VWAP_VWAP_BOUNCE_DOWN -> FIRST_TOUCH_SHORT_TRIGGER,,,,,,,,,,,,
path_vwap_fade,charts/034_path_vwap_fade.png,GNC-019324,2025-07-14 04:00:00+00:00,VWAP_BAND_REJECT_P1_618 -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
path_accepted_break,charts/035_path_accepted_break.png,GNC-019327,2025-07-14 04:01:00+00:00,SWING_HIGH_BREAK -> SWING_HIGH_ACCEPTANCE_BELOW -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
path_fvg_failure_immediate_ifvg,charts/036_path_fvg_failure_immediate_ifvg.png,GNC-019331,2025-07-14 04:01:00+00:00,BULLISH_FVG_FORMED -> BULLISH_FVG_FAILURE -> BEARISH_IFVG_ACTIVATION -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
path_contextual_fvg_immediate_entry,charts/037_path_contextual_fvg_immediate_entry.png,GNC-019338,2025-07-14 04:02:00+00:00,BEARISH_FVG_FORMED -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
path_fvg_failure_later_ifvg_retest,charts/038_path_fvg_failure_later_ifvg_retest.png,GNC-019359,2025-07-14 04:03:00+00:00,BULLISH_FVG_FORMED -> BULLISH_FVG_FAILURE -> BEARISH_IFVG_ACTIVATION -> BEARISH_IFVG_FIRST_TOUCH -> RETEST_SHORT_TRIGGER,,,,,,,,,,,,
path_genuine_fvg_no_fill_continuation,charts/039_path_genuine_fvg_no_fill_continuation.png,GNC-019362,2025-07-14 04:04:00+00:00,BEARISH_FVG_FORMED -> MIXED_BEARISH_DISPLACEMENT -> NO_FILL_CONTINUATION_SHORT_TRIGGER,,,,,,,,,,,,
path_sweep_reclaim_fade,charts/040_path_sweep_reclaim_fade.png,GNC-019365,2025-07-14 04:05:00+00:00,SWING_HIGH_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,,,,,,,,,,,,
path_fvg_first_touch_response,charts/041_path_fvg_first_touch_response.png,GNC-019373,2025-07-14 04:06:00+00:00,BEARISH_FVG_FORMED -> BEARISH_FVG_FIRST_TOUCH -> FIRST_TOUCH_SHORT_TRIGGER,,,,,,,,,,,,
path_failed_break,charts/042_path_failed_break.png,GNC-019385,2025-07-14 04:06:00+00:00,SWING_LOW_BREAK -> SWING_LOW_RECLAIM -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
path_time_anchor_setup_without_fvg,charts/043_path_time_anchor_setup_without_fvg.png,GNC-019456,2025-07-14 04:10:00+00:00,ANCHOR_MIDNIGHT_OPEN_RECLAIM -> FORMATION_CLOSE_LONG_TRIGGER,,,,,,,,,,,,
path_sweep_acceptance_continuation,charts/044_path_sweep_acceptance_continuation.png,GNC-019480,2025-07-14 04:11:00+00:00,ANCHOR_MIDNIGHT_OPEN_SWEEP -> ANCHOR_MIDNIGHT_OPEN_ACCEPTANCE_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
path_rb_tap_good_displacement_continuation,charts/045_path_rb_tap_good_displacement_continuation.png,GNC-023369,2025-07-14 08:57:00+00:00,BEARISH_RB_CONFIRMED -> BEARISH_RB_TAP -> GOOD_BEARISH_DISPLACEMENT -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
path_compression_expansion,charts/046_path_compression_expansion.png,GNC-032261,2025-07-14 20:21:00+00:00,COMPRESSION -> STRUCT_BREAK -> NEXT_BAR_LONG_TRIGGER,,,,,,,,,,,,
path_false_expansion_fade,charts/047_path_false_expansion_fade.png,GNC-032280,2025-07-14 20:21:00+00:00,COMPRESSION -> STRUCT_FAILED_CONTINUATION -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
path_rb_tap_bad_displacement_unresolved,charts/048_path_rb_tap_bad_displacement_unresolved.png,GBR-007982,2025-07-14 04:28:00-04:00,BULLISH_RB_CONFIRMED -> BULLISH_RB_TAP,,,,,,,,,,,,
quality_strongest_5_GNC-063305,charts/049_quality_strongest_5_GNC-063305.png,GNC-063305,2025-07-16 12:20:00+00:00,BEARISH_RB_CONFIRMED -> BEARISH_RB_TAP -> GOOD_BEARISH_DISPLACEMENT -> BEARISH_FVG_FORMED -> BEARISH_FVG_FIRST_TOUCH -> FIRST_TOUCH_SHORT_TRIGGER,,,,,,,,,,,,
quality_strongest_5_GNC-077973,charts/050_quality_strongest_5_GNC-077973.png,GNC-077973,2025-07-17 08:06:00+00:00,BEARISH_RB_CONFIRMED -> BEARISH_RB_TAP -> GOOD_BEARISH_DISPLACEMENT -> BEARISH_FVG_FORMED -> BEARISH_FVG_FIRST_TOUCH -> FIRST_TOUCH_SHORT_TRIGGER,,,,,,,,,,,,
quality_strongest_5_GNC-081037,charts/051_quality_strongest_5_GNC-081037.png,GNC-081037,2025-07-17 11:18:00+00:00,BEARISH_RB_CONFIRMED -> BEARISH_RB_TAP -> GOOD_BEARISH_DISPLACEMENT -> BEARISH_FVG_FORMED -> BEARISH_FVG_FIRST_TOUCH -> FIRST_TOUCH_SHORT_TRIGGER,,,,,,,,,,,,
quality_strongest_5_GNC-051926,charts/052_quality_strongest_5_GNC-051926.png,GNC-051926,2025-07-16 00:01:00+00:00,BULLISH_RB_CONFIRMED -> BULLISH_RB_TAP -> GOOD_BULLISH_DISPLACEMENT -> BULLISH_FVG_FORMED -> BULLISH_FVG_FIRST_TOUCH -> FIRST_TOUCH_LONG_TRIGGER,,,,,,,,,,,,
quality_strongest_5_GNC-099058,charts/053_quality_strongest_5_GNC-099058.png,GNC-099058,2025-07-18 10:59:00+00:00,BULLISH_RB_CONFIRMED -> BULLISH_RB_TAP -> GOOD_BULLISH_DISPLACEMENT -> BULLISH_FVG_FORMED -> BULLISH_FVG_FIRST_TOUCH -> FIRST_TOUCH_LONG_TRIGGER,,,,,,,,,,,,
quality_middle_5_GNC-067814,charts/054_quality_middle_5_GNC-067814.png,GNC-067814,2025-07-16 17:43:00+00:00,SWING_LOW_SWEEP_ABOVE -> SWING_LOW_ACCEPTANCE_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,,,,,,,,,,,,
quality_middle_5_GNC-067824,charts/055_quality_middle_5_GNC-067824.png,GNC-067824,2025-07-16 17:43:00+00:00,EQUAL_LOWS_SWEEP_ABOVE -> EQUAL_LOWS_ACCEPTANCE_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,,,,,,,,,,,,
quality_middle_5_GNC-070169,charts/056_quality_middle_5_GNC-070169.png,GNC-070169,2025-07-16 20:55:00+00:00,SWING_LOW_BREAK -> SWING_LOW_ACCEPTANCE_ABOVE -> FORMATION_CLOSE_LONG_TRIGGER,,,,,,,,,,,,
quality_middle_5_GNC-074066,charts/057_quality_middle_5_GNC-074066.png,GNC-074066,2025-07-17 03:02:00+00:00,SWING_LOW_BREAK -> SWING_LOW_RECLAIM -> FORMATION_CLOSE_LONG_TRIGGER,,,,,,,,,,,,
quality_middle_5_GNC-088554,charts/058_quality_middle_5_GNC-088554.png,GNC-088554,2025-07-17 20:05:00+00:00,EQUAL_LOWS_BREAK -> EQUAL_LOWS_ACCEPTANCE_BELOW -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
quality_weakest_5_GNC-107091,charts/059_quality_weakest_5_GNC-107091.png,GNC-107091,2025-07-18 20:53:00+00:00,BULLISH_FVG_FORMED -> FORMATION_CLOSE_LONG_TRIGGER,,,,,,,,,,,,
quality_weakest_5_GNC-105201,charts/060_quality_weakest_5_GNC-105201.png,GNC-105201,2025-07-18 18:19:00+00:00,SWING_HIGH_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,,,,,,,,,,,,
quality_weakest_5_GNC-105090,charts/061_quality_weakest_5_GNC-105090.png,GNC-105090,2025-07-18 18:08:00+00:00,BEARISH_FVG_FORMED -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
quality_weakest_5_GNC-104334,charts/062_quality_weakest_5_GNC-104334.png,GNC-104334,2025-07-18 17:06:00+00:00,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
quality_weakest_5_GNC-102636,charts/063_quality_weakest_5_GNC-102636.png,GNC-102636,2025-07-18 14:42:00+00:00,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
quality_rejected_5_GNC-019327,charts/064_quality_rejected_5_GNC-019327.png,GNC-019327,2025-07-14 04:01:00+00:00,SWING_HIGH_BREAK -> SWING_HIGH_ACCEPTANCE_BELOW -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
quality_rejected_5_GNC-019328,charts/065_quality_rejected_5_GNC-019328.png,GNC-019328,2025-07-14 04:01:00+00:00,SWING_HIGH_BREAK -> SWING_HIGH_ACCEPTANCE_BELOW -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
quality_rejected_5_GNC-019330,charts/066_quality_rejected_5_GNC-019330.png,GNC-019330,2025-07-14 04:01:00+00:00,SWING_HIGH_BREAK -> SWING_HIGH_ACCEPTANCE_BELOW -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
quality_rejected_5_GNC-019331,charts/067_quality_rejected_5_GNC-019331.png,GNC-019331,2025-07-14 04:01:00+00:00,BULLISH_FVG_FORMED -> BULLISH_FVG_FAILURE -> BEARISH_IFVG_ACTIVATION -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
quality_rejected_5_GNC-019332,charts/068_quality_rejected_5_GNC-019332.png,GNC-019332,2025-07-14 04:01:00+00:00,BULLISH_FVG_FORMED -> BULLISH_FVG_FAILURE -> BEARISH_IFVG_ACTIVATION -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
quality_unresolved_3_GBR-007982,charts/069_quality_unresolved_3_GBR-007982.png,GBR-007982,2025-07-14 04:28:00-04:00,BULLISH_RB_CONFIRMED -> BULLISH_RB_TAP,,,,,,,,,,,,
quality_unresolved_3_GBR-008308,charts/070_quality_unresolved_3_GBR-008308.png,GBR-008308,2025-07-14 05:51:00-04:00,BEARISH_RB_CONFIRMED -> BEARISH_RB_TAP -> BAD_BEARISH_DISPLACEMENT,,,,,,,,,,,,
quality_unresolved_3_GBR-009763,charts/071_quality_unresolved_3_GBR-009763.png,GBR-009763,2025-07-14 10:36:00-04:00,BULLISH_RB_CONFIRMED -> BULLISH_RB_TAP,,,,,,,,,,,,
quality_insufficient_rr_3_GNC-019327,charts/072_quality_insufficient_rr_3_GNC-019327.png,GNC-019327,2025-07-14 04:01:00+00:00,SWING_HIGH_BREAK -> SWING_HIGH_ACCEPTANCE_BELOW -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
quality_insufficient_rr_3_GNC-019328,charts/073_quality_insufficient_rr_3_GNC-019328.png,GNC-019328,2025-07-14 04:01:00+00:00,SWING_HIGH_BREAK -> SWING_HIGH_ACCEPTANCE_BELOW -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
quality_insufficient_rr_3_GNC-019330,charts/074_quality_insufficient_rr_3_GNC-019330.png,GNC-019330,2025-07-14 04:01:00+00:00,SWING_HIGH_BREAK -> SWING_HIGH_ACCEPTANCE_BELOW -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
quality_natural_rr_ge1_capped_2_GNC-019320,charts/075_quality_natural_rr_ge1_capped_2_GNC-019320.png,GNC-019320,2025-07-14 04:00:00+00:00,VWAP_VWAP_BOUNCE_DOWN -> FIRST_TOUCH_SHORT_TRIGGER,,,,,,,,,,,,
quality_natural_rr_ge1_capped_2_GNC-019321,charts/076_quality_natural_rr_ge1_capped_2_GNC-019321.png,GNC-019321,2025-07-14 04:00:00+00:00,VWAP_VWAP_BOUNCE_DOWN -> FIRST_TOUCH_SHORT_TRIGGER,,,,,,,,,,,,
quality_natural_rr_half_to_1_2_GNC-019329,charts/077_quality_natural_rr_half_to_1_2_GNC-019329.png,GNC-019329,2025-07-14 04:01:00+00:00,SWING_HIGH_BREAK -> SWING_HIGH_ACCEPTANCE_BELOW -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
quality_natural_rr_half_to_1_2_GNC-019340,charts/078_quality_natural_rr_half_to_1_2_GNC-019340.png,GNC-019340,2025-07-14 04:02:00+00:00,BEARISH_FVG_FORMED -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
quality_policy_variant_pair_2_GNC-019320,charts/079_quality_policy_variant_pair_2_GNC-019320.png,GNC-019320,2025-07-14 04:00:00+00:00,VWAP_VWAP_BOUNCE_DOWN -> FIRST_TOUCH_SHORT_TRIGGER,,,,,,,,,,,,
quality_policy_variant_pair_2_GNC-019321,charts/080_quality_policy_variant_pair_2_GNC-019321.png,GNC-019321,2025-07-14 04:00:00+00:00,VWAP_VWAP_BOUNCE_DOWN -> FIRST_TOUCH_SHORT_TRIGGER,,,,,,,,,,,,
quality_dedup_examples_2_GNC-019320,charts/081_quality_dedup_examples_2_GNC-019320.png,GNC-019320,2025-07-14 04:00:00+00:00,VWAP_VWAP_BOUNCE_DOWN -> FIRST_TOUCH_SHORT_TRIGGER,,,,,,,,,,,,
quality_dedup_examples_2_GNC-019324,charts/082_quality_dedup_examples_2_GNC-019324.png,GNC-019324,2025-07-14 04:00:00+00:00,VWAP_BAND_REJECT_P1_618 -> FORMATION_CLOSE_SHORT_TRIGGER,,,,,,,,,,,,
qual_not_activated_similar_graph_2_GNC-019320,charts/083_qual_not_activated_similar_graph_2_GNC-019320.png,GNC-019320,2025-07-14 04:00:00+00:00,VWAP_VWAP_BOUNCE_DOWN -> FIRST_TOUCH_SHORT_TRIGGER,,,,,,,,,,,,
qual_not_activated_similar_graph_2_GNC-019321,charts/084_qual_not_activated_similar_graph_2_GNC-019321.png,GNC-019321,2025-07-14 04:00:00+00:00,VWAP_VWAP_BOUNCE_DOWN -> FIRST_TOUCH_SHORT_TRIGGER,,,,,,,,,,,,
