variant_id,episode_id,entry_variant,session_date,exit_type,exit_seq,points,r_multiple,success
EP-00553-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-00553,ENTRY_ON_MINIMAL_WICK_REJECTION,2026-06-01,TARGET,713,31.5,0.5478,True
EP-00553-ENTRY_ON_STRONG_REJECTION,EP-00553,ENTRY_ON_STRONG_REJECTION,2026-06-01,TARGET,713,31.5,0.5478,True
EP-00553-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-00553,ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-01,TARGET,713,31.5,0.5478,True
EP-00563-ENTRY_ON_IFVG_RETEST,EP-00563,ENTRY_ON_IFVG_RETEST,2026-06-01,TARGET,679,37.25,3.5476,True
EP-00573-ENTRY_ON_COMPRESSION_BREAK,EP-00573,ENTRY_ON_COMPRESSION_BREAK,2026-06-01,STOP,699,-101.25,-1.0,False
EP-00574-ENTRY_ON_COMPRESSION_BREAK,EP-00574,ENTRY_ON_COMPRESSION_BREAK,2026-06-01,STOP,702,-137.5,-1.0,False
EP-00575-ENTRY_ON_COMPRESSION_BREAK,EP-00575,ENTRY_ON_COMPRESSION_BREAK,2026-06-01,STOP,700,-115.0,-1.0,False
EP-00578-ENTRY_ON_TAP,EP-00578,ENTRY_ON_TAP,2026-06-01,TARGET,700,52.75,0.5355,True
EP-00579-ENTRY_ON_TAP,EP-00579,ENTRY_ON_TAP,2026-06-01,TARGET,700,52.75,2.8133,True
EP-00580-ENTRY_ON_TAP,EP-00580,ENTRY_ON_TAP,2026-06-01,TARGET,700,52.75,1.7881,True
EP-00586-ENTRY_ON_TAP,EP-00586,ENTRY_ON_TAP,2026-06-01,STOP,692,-48.0,-1.0,False
EP-00588-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00588,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-01,STOP,691,-12.9123,-1.0,False
EP-00588-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-00588,ENTRY_ON_MINIMAL_WICK_REJECTION,2026-06-01,STOP,691,-12.9123,-1.0,False
EP-00588-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-00588,ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-01,STOP,691,-12.9123,-1.0,False
EP-00590-ENTRY_ON_IFVG_RETEST,EP-00590,ENTRY_ON_IFVG_RETEST,2026-06-01,STOP,691,-12.9123,-1.0,False
EP-00591-ENTRY_ON_TAP,EP-00591,ENTRY_ON_TAP,2026-06-01,STOP,691,-13.3013,-1.0,False
EP-00592-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00592,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-01,STOP,694,-45.0,-1.0,False
EP-00592-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-00592,ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-01,STOP,694,-45.0,-1.0,False
EP-00594-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00594,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-01,TARGET,700,52.75,1.0243,True
EP-00594-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-00594,ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-01,TARGET,700,52.75,1.0243,True
EP-00594-ENTRY_ON_NEW_IFVG,EP-00594,ENTRY_ON_NEW_IFVG,2026-06-01,TARGET,700,52.75,1.0243,True
EP-00595-ENTRY_ON_IFVG_RETEST,EP-00595,ENTRY_ON_IFVG_RETEST,2026-06-01,TARGET,694,25.5,0.7445,True
EP-00595-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00595,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-01,TARGET,700,52.75,0.5072,True
EP-00595-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00595,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-01,TARGET,700,52.75,0.5072,True
EP-00595-ENTRY_ON_COMPRESSION_BREAK,EP-00595,ENTRY_ON_COMPRESSION_BREAK,2026-06-01,TARGET,700,52.75,0.5072,True
EP-00597-ENTRY_ON_TAP,EP-00597,ENTRY_ON_TAP,2026-06-01,TARGET,700,52.75,1.0876,True
EP-00598-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00598,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-01,TARGET,700,52.75,0.5642,True
EP-00598-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00598,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-01,TARGET,700,52.75,0.5642,True
EP-00598-ENTRY_ON_COMPRESSION_BREAK,EP-00598,ENTRY_ON_COMPRESSION_BREAK,2026-06-01,TARGET,700,52.75,0.5642,True
EP-00605-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00605,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-01,TARGET,713,31.5,0.6176,True
EP-00605-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-00605,ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-01,TARGET,713,31.5,0.6176,True
EP-00651-ENTRY_ON_IFVG_RETEST,EP-00651,ENTRY_ON_IFVG_RETEST,2026-06-01,STOP,745,-17.75,-1.0,False
EP-00744-ENTRY_ON_TAP,EP-00744,ENTRY_ON_TAP,2026-06-01,TARGET,851,22.5,0.7317,True
EP-00754-ENTRY_ON_IFVG_RETEST,EP-00754,ENTRY_ON_IFVG_RETEST,2026-06-01,STOP,837,-11.0,-1.0,False
EP-00754-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00754,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-01,STOP,837,-15.0,-1.0,False
EP-00754-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-00754,ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-01,STOP,837,-15.0,-1.0,False
EP-00755-ENTRY_ON_TAP,EP-00755,ENTRY_ON_TAP,2026-06-01,TARGET,851,25.5,0.9189,True
EP-00760-ENTRY_ON_TAP,EP-00760,ENTRY_ON_TAP,2026-06-01,TARGET,851,37.0,2.2769,True
EP-00760-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00760,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-01,TARGET,851,38.0,2.4918,True
EP-00761-ENTRY_ON_TAP,EP-00761,ENTRY_ON_TAP,2026-06-01,TARGET,851,38.75,4.8786,True
EP-00761-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00761,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-01,TARGET,851,38.0,4.9389,True
EP-00790-ENTRY_ON_IFVG_RETEST,EP-00790,ENTRY_ON_IFVG_RETEST,2026-06-01,STOP,878,-9.0,-1.0,False
EP-00799-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00799,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-01,STOP,903,-12.25,-1.0,False
EP-00812-ENTRY_ON_TAP,EP-00812,ENTRY_ON_TAP,2026-06-01,STOP,903,-13.5,-1.0,False
EP-00814-ENTRY_ON_TAP,EP-00814,ENTRY_ON_TAP,2026-06-01,TARGET,901,21.0,2.6013,True
EP-00819-ENTRY_ON_TAP,EP-00819,ENTRY_ON_TAP,2026-06-01,TARGET,915,17.75,1.7317,True
EP-00850-ENTRY_ON_TAP,EP-00850,ENTRY_ON_TAP,2026-06-02,TARGET,948,16.5,2.1094,True
EP-00851-ENTRY_ON_TAP,EP-00851,ENTRY_ON_TAP,2026-06-02,TARGET,948,16.5,2.1094,True
EP-00854-ENTRY_ON_IFVG_RETEST,EP-00854,ENTRY_ON_IFVG_RETEST,2026-06-02,STOP,952,-18.25,-1.0,False
EP-00855-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00855,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-02,TARGET,962,19.75,0.513,True
EP-00858-ENTRY_ON_TAP,EP-00858,ENTRY_ON_TAP,2026-06-02,TARGET,962,19.75,1.2951,True
EP-00864-ENTRY_ON_TAP,EP-00864,ENTRY_ON_TAP,2026-06-02,STOP,964,-18.25,-1.0,False
EP-00872-ENTRY_ON_TAP,EP-00872,ENTRY_ON_TAP,2026-06-02,STOP,966,-17.5,-1.0,False
EP-00876-ENTRY_ON_NEW_FVG,EP-00876,ENTRY_ON_NEW_FVG,2026-06-02,TARGET,972,21.5,0.6719,True
EP-00882-ENTRY_ON_TAP,EP-00882,ENTRY_ON_TAP,2026-06-02,STOP,972,-9.8138,-1.0,False
EP-00885-ENTRY_ON_TAP,EP-00885,ENTRY_ON_TAP,2026-06-02,TARGET,975,21.0,1.6471,True
EP-00886-ENTRY_ON_TAP,EP-00886,ENTRY_ON_TAP,2026-06-02,TARGET,977,32.75,0.7892,True
EP-00893-ENTRY_ON_TAP,EP-00893,ENTRY_ON_TAP,2026-06-02,STOP,988,-28.0,-1.0,False
EP-00896-ENTRY_ON_TAP,EP-00896,ENTRY_ON_TAP,2026-06-02,STOP,981,-12.75,-1.0,False
EP-00900-ENTRY_ON_IFVG_RETEST,EP-00900,ENTRY_ON_IFVG_RETEST,2026-06-02,STOP,987,-12.4396,-1.0,False
EP-00903-ENTRY_ON_IFVG_RETEST,EP-00903,ENTRY_ON_IFVG_RETEST,2026-06-02,STOP,987,-12.4396,-1.0,False
EP-00906-ENTRY_ON_IFVG_RETEST,EP-00906,ENTRY_ON_IFVG_RETEST,2026-06-02,STOP,988,-25.0,-1.0,False
EP-00907-ENTRY_ON_IFVG_RETEST,EP-00907,ENTRY_ON_IFVG_RETEST,2026-06-02,STOP,987,-12.338,-1.0,False
EP-00908-ENTRY_ON_TAP,EP-00908,ENTRY_ON_TAP,2026-06-02,TARGET,1000,24.75,0.792,True
EP-00909-ENTRY_ON_TAP,EP-00909,ENTRY_ON_TAP,2026-06-02,TARGET,1000,24.75,0.792,True
EP-00912-ENTRY_ON_IFVG_RETEST,EP-00912,ENTRY_ON_IFVG_RETEST,2026-06-02,TARGET,1000,38.75,2.2464,True
EP-00913-ENTRY_ON_IFVG_RETEST,EP-00913,ENTRY_ON_IFVG_RETEST,2026-06-02,TARGET,1000,38.75,2.2464,True
EP-00918-ENTRY_ON_NEW_FVG,EP-00918,ENTRY_ON_NEW_FVG,2026-06-02,STOP,1122,-51.75,-1.0,False
EP-00931-ENTRY_ON_TAP,EP-00931,ENTRY_ON_TAP,2026-06-02,STOP,1021,-16.25,-1.0,False
EP-00932-ENTRY_ON_TAP,EP-00932,ENTRY_ON_TAP,2026-06-02,STOP,1021,-12.75,-1.0,False
EP-00940-ENTRY_ON_IFVG_RETEST,EP-00940,ENTRY_ON_IFVG_RETEST,2026-06-02,TARGET,1021,16.0,0.8421,True
EP-00941-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00941,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-02,STOP,1047,-24.75,-1.0,False
EP-00941-ENTRY_ON_NEW_FVG,EP-00941,ENTRY_ON_NEW_FVG,2026-06-02,STOP,1047,-25.0,-1.0,False
EP-00947-ENTRY_ON_TAP,EP-00947,ENTRY_ON_TAP,2026-06-02,STOP,1037,-11.5,-1.0,False
EP-00947-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00947,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-02,STOP,1037,-25.25,-1.0,False
EP-00948-ENTRY_ON_TAP,EP-00948,ENTRY_ON_TAP,2026-06-02,STOP,1037,-11.5,-1.0,False
EP-00948-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00948,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-02,STOP,1037,-25.25,-1.0,False
EP-00955-ENTRY_ON_TAP,EP-00955,ENTRY_ON_TAP,2026-06-02,TARGET,1061,18.5,2.5063,True
EP-00957-ENTRY_ON_TAP,EP-00957,ENTRY_ON_TAP,2026-06-02,TARGET,1061,16.0,2.2707,True
EP-00960-ENTRY_ON_TAP,EP-00960,ENTRY_ON_TAP,2026-06-02,TARGET,1061,16.25,1.8571,True
EP-00974-ENTRY_ON_TAP,EP-00974,ENTRY_ON_TAP,2026-06-02,TARGET,1098,23.25,1.0,True
EP-00974-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00974,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-02,TARGET,1075,18.25,0.9012,True
EP-00975-ENTRY_ON_IFVG_RETEST,EP-00975,ENTRY_ON_IFVG_RETEST,2026-06-02,TARGET,1098,17.5,0.6034,True
EP-00979-ENTRY_ON_TAP,EP-00979,ENTRY_ON_TAP,2026-06-02,STOP,1075,-10.25,-1.0,False
EP-00980-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00980,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-02,STOP,1094,-11.75,-1.0,False
EP-00980-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-00980,ENTRY_ON_MINIMAL_WICK_REJECTION,2026-06-02,STOP,1094,-11.75,-1.0,False
EP-00981-ENTRY_ON_TAP,EP-00981,ENTRY_ON_TAP,2026-06-02,STOP,1070,-7.0715,-1.0,False
EP-00987-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00987,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-02,TARGET,1095,19.75,1.0533,True
EP-00988-ENTRY_ON_TAP,EP-00988,ENTRY_ON_TAP,2026-06-02,STOP,1096,-26.75,-1.0,False
EP-00992-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00992,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-02,STOP,1096,-26.75,-1.0,False
