variant_id,episode_id,entry_variant,session_date,exit_type,exit_seq,points,r_multiple,success
EP-00872-ENTRY_ON_TAP,EP-00872,ENTRY_ON_TAP,2026-06-02,STOP,966,-17.5,-1.0,False
EP-00882-ENTRY_ON_TAP,EP-00882,ENTRY_ON_TAP,2026-06-02,STOP,972,-9.8138,-1.0,False
EP-00908-ENTRY_ON_TAP,EP-00908,ENTRY_ON_TAP,2026-06-02,TARGET,998,23.75,0.76,True
EP-00909-ENTRY_ON_TAP,EP-00909,ENTRY_ON_TAP,2026-06-02,TARGET,998,23.75,0.76,True
EP-00931-ENTRY_ON_TAP,EP-00931,ENTRY_ON_TAP,2026-06-02,STOP,1021,-16.25,-1.0,False
EP-00932-ENTRY_ON_TAP,EP-00932,ENTRY_ON_TAP,2026-06-02,STOP,1021,-12.75,-1.0,False
EP-00940-ENTRY_ON_IFVG_RETEST,EP-00940,ENTRY_ON_IFVG_RETEST,2026-06-02,TARGET,1021,16.0,0.8421,True
EP-00941-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00941,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-02,STOP,1047,-24.75,-1.0,False
EP-00941-ENTRY_ON_NEW_FVG,EP-00941,ENTRY_ON_NEW_FVG,2026-06-02,STOP,1047,-25.0,-1.0,False
EP-00947-ENTRY_ON_TAP,EP-00947,ENTRY_ON_TAP,2026-06-02,STOP,1037,-11.5,-1.0,False
EP-00948-ENTRY_ON_TAP,EP-00948,ENTRY_ON_TAP,2026-06-02,STOP,1037,-11.5,-1.0,False
EP-00955-ENTRY_ON_TAP,EP-00955,ENTRY_ON_TAP,2026-06-02,TARGET,1061,18.5,2.5063,True
EP-00957-ENTRY_ON_TAP,EP-00957,ENTRY_ON_TAP,2026-06-02,TARGET,1061,16.0,2.2707,True
EP-00960-ENTRY_ON_TAP,EP-00960,ENTRY_ON_TAP,2026-06-02,TARGET,1061,16.25,1.8571,True
EP-00974-ENTRY_ON_TAP,EP-00974,ENTRY_ON_TAP,2026-06-02,TARGET,1065,12.25,0.5269,True
EP-00979-ENTRY_ON_TAP,EP-00979,ENTRY_ON_TAP,2026-06-02,STOP,1075,-10.25,-1.0,False
EP-00980-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00980,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-02,STOP,1094,-11.75,-1.0,False
EP-00980-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-00980,ENTRY_ON_MINIMAL_WICK_REJECTION,2026-06-02,STOP,1094,-11.75,-1.0,False
EP-00988-ENTRY_ON_TAP,EP-00988,ENTRY_ON_TAP,2026-06-02,STOP,1096,-26.75,-1.0,False
EP-00992-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00992,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-02,STOP,1096,-26.75,-1.0,False
EP-00993-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00993,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-02,STOP,1095,-19.75,-1.0,False
EP-00998-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00998,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-02,STOP,1096,-25.75,-1.0,False
EP-01036-ENTRY_ON_IFVG_RETEST,EP-01036,ENTRY_ON_IFVG_RETEST,2026-06-02,STOP,1139,-6.7024,-1.0,False
EP-01048-ENTRY_ON_TAP,EP-01048,ENTRY_ON_TAP,2026-06-02,TARGET,1165,20.5,0.9425,True
EP-01056-ENTRY_ON_TAP,EP-01056,ENTRY_ON_TAP,2026-06-02,STOP,1180,-15.0,-1.0,False
EP-01056-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-01056,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-02,STOP,1180,-19.5,-1.0,False
EP-01056-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-01056,ENTRY_ON_MINIMAL_WICK_REJECTION,2026-06-02,STOP,1180,-19.5,-1.0,False
EP-01056-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-01056,ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-02,STOP,1180,-19.5,-1.0,False
EP-01057-ENTRY_ON_TAP,EP-01057,ENTRY_ON_TAP,2026-06-02,STOP,1180,-15.0,-1.0,False
EP-01057-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-01057,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-02,STOP,1180,-25.75,-1.0,False
EP-01057-ENTRY_ON_COMPRESSION_BREAK,EP-01057,ENTRY_ON_COMPRESSION_BREAK,2026-06-02,STOP,1180,-25.75,-1.0,False
EP-01058-ENTRY_ON_TAP,EP-01058,ENTRY_ON_TAP,2026-06-02,STOP,1180,-14.75,-1.0,False
EP-01058-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-01058,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-02,STOP,1180,-25.75,-1.0,False
EP-01058-ENTRY_ON_COMPRESSION_BREAK,EP-01058,ENTRY_ON_COMPRESSION_BREAK,2026-06-02,STOP,1180,-25.75,-1.0,False
EP-01059-ENTRY_ON_TAP,EP-01059,ENTRY_ON_TAP,2026-06-02,STOP,1185,-9.2778,-1.0,False
EP-01060-ENTRY_ON_TAP,EP-01060,ENTRY_ON_TAP,2026-06-02,STOP,1174,-9.6268,-1.0,False
EP-01063-ENTRY_ON_TAP,EP-01063,ENTRY_ON_TAP,2026-06-02,STOP,1185,-9.8287,-1.0,False
EP-01071-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-01071,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-02,TARGET,1200,28.75,0.7278,True
EP-01082-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-01082,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-02,TARGET,1219,19.5,0.5909,True
EP-01469-ENTRY_ON_DELAYED_DISPLACEMENT,EP-01469,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-03,STOP,1628,-62.0,-1.0,False
EP-01470-ENTRY_ON_TAP,EP-01470,ENTRY_ON_TAP,2026-06-03,STOP,1628,-62.0,-1.0,False
EP-01470-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-01470,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-03,STOP,1628,-77.25,-1.0,False
EP-01471-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-01471,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-03,STOP,1628,-77.0,-1.0,False
EP-01482-ENTRY_ON_TAP,EP-01482,ENTRY_ON_TAP,2026-06-03,STOP,1609,-14.0395,-1.0,False
EP-01483-ENTRY_ON_TAP,EP-01483,ENTRY_ON_TAP,2026-06-03,STOP,1609,-14.0395,-1.0,False
EP-01530-ENTRY_ON_IFVG_RETEST,EP-01530,ENTRY_ON_IFVG_RETEST,2026-06-03,STOP,1674,-11.8056,-1.0,False
EP-01586-ENTRY_ON_IFVG_RETEST,EP-01586,ENTRY_ON_IFVG_RETEST,2026-06-03,TARGET,1749,39.5,3.6092,True
EP-01587-ENTRY_ON_TAP,EP-01587,ENTRY_ON_TAP,2026-06-03,TARGET,1749,23.0,2.1213,True
EP-01588-ENTRY_ON_IFVG_RETEST,EP-01588,ENTRY_ON_IFVG_RETEST,2026-06-03,TARGET,1749,19.25,0.7,True
EP-01593-ENTRY_ON_IFVG_RETEST,EP-01593,ENTRY_ON_IFVG_RETEST,2026-06-03,STOP,1755,-11.7621,-1.0,False
EP-01594-ENTRY_ON_IFVG_RETEST,EP-01594,ENTRY_ON_IFVG_RETEST,2026-06-03,STOP,1755,-11.2929,-1.0,False
EP-01615-ENTRY_ON_TAP,EP-01615,ENTRY_ON_TAP,2026-06-03,TARGET,1781,33.5,1.2885,True
EP-01615-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-01615,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-03,TARGET,1781,24.5,0.7,True
EP-01632-ENTRY_ON_TAP,EP-01632,ENTRY_ON_TAP,2026-06-03,TARGET,1792,24.0,0.5614,True
EP-01651-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-01651,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-03,STOP,1821,-23.0,-1.0,False
EP-01652-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-01652,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-03,STOP,1821,-23.0,-1.0,False
EP-01654-ENTRY_ON_TAP,EP-01654,ENTRY_ON_TAP,2026-06-03,STOP,1816,-8.9542,-1.0,False
EP-01656-ENTRY_ON_TAP,EP-01656,ENTRY_ON_TAP,2026-06-03,STOP,1816,-8.5915,-1.0,False
EP-01675-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-01675,ENTRY_ON_MINIMAL_WICK_REJECTION,2026-06-03,STOP,1874,-35.75,-1.0,False
EP-01675-ENTRY_ON_DELAYED_DISPLACEMENT,EP-01675,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-03,STOP,1874,-35.75,-1.0,False
EP-01684-ENTRY_ON_TAP,EP-01684,ENTRY_ON_TAP,2026-06-03,TARGET,1852,28.0,1.2727,True
EP-01693-ENTRY_ON_TAP,EP-01693,ENTRY_ON_TAP,2026-06-03,STOP,1862,-19.75,-1.0,False
EP-01693-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-01693,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-03,STOP,1862,-32.25,-1.0,False
EP-01694-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-01694,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-03,STOP,1874,-33.25,-1.0,False
EP-01694-ENTRY_ON_DELAYED_DISPLACEMENT,EP-01694,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-03,STOP,1874,-33.25,-1.0,False
EP-01695-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-01695,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-03,STOP,1874,-34.5,-1.0,False
EP-01695-ENTRY_ON_DELAYED_DISPLACEMENT,EP-01695,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-03,STOP,1874,-34.5,-1.0,False
EP-01696-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-01696,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-03,STOP,1874,-27.5,-1.0,False
EP-01696-ENTRY_ON_DELAYED_DISPLACEMENT,EP-01696,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-03,STOP,1874,-27.5,-1.0,False
EP-01696-ENTRY_ON_NEW_FVG,EP-01696,ENTRY_ON_NEW_FVG,2026-06-03,STOP,1874,-37.0,-1.0,False
EP-01702-ENTRY_ON_TAP,EP-01702,ENTRY_ON_TAP,2026-06-03,STOP,1873,-13.4816,-1.0,False
EP-01746-ENTRY_ON_TAP,EP-01746,ENTRY_ON_TAP,2026-06-03,TARGET,1911,24.25,1.2933,True
EP-02145-ENTRY_ON_TAP,EP-02145,ENTRY_ON_TAP,2026-06-04,TARGET,2275,20.25,0.6,True
EP-02146-ENTRY_ON_TAP,EP-02146,ENTRY_ON_TAP,2026-06-04,TARGET,2275,20.25,0.6,True
EP-02147-ENTRY_ON_TAP,EP-02147,ENTRY_ON_TAP,2026-06-04,TARGET,2275,20.25,0.6,True
EP-02166-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-02166,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-04,STOP,2295,-10.6508,-1.0,False
EP-02166-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-02166,ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-04,STOP,2295,-10.6508,-1.0,False
EP-02180-ENTRY_ON_TAP,EP-02180,ENTRY_ON_TAP,2026-06-04,STOP,2335,-23.25,-1.0,False
EP-02189-ENTRY_ON_TAP,EP-02189,ENTRY_ON_TAP,2026-06-04,STOP,2335,-21.0,-1.0,False
EP-02224-ENTRY_ON_IFVG_RETEST,EP-02224,ENTRY_ON_IFVG_RETEST,2026-06-04,TARGET,2382,21.25,0.9659,True
EP-02225-ENTRY_ON_TAP,EP-02225,ENTRY_ON_TAP,2026-06-04,TARGET,2382,35.25,2.0435,True
EP-02252-ENTRY_ON_TAP,EP-02252,ENTRY_ON_TAP,2026-06-04,TARGET,2395,16.25,1.7376,True
EP-02280-ENTRY_ON_NEW_FVG,EP-02280,ENTRY_ON_NEW_FVG,2026-06-04,TARGET,2457,29.5,0.5413,True
EP-02284-ENTRY_ON_DELAYED_DISPLACEMENT,EP-02284,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-04,TARGET,2457,26.75,0.8629,True
EP-02284-ENTRY_ON_NEW_FVG,EP-02284,ENTRY_ON_NEW_FVG,2026-06-04,TARGET,2457,26.75,0.8629,True
EP-02288-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-02288,ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-04,STOP,2445,-15.25,-1.0,False
EP-02288-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-02288,ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-04,STOP,2445,-15.25,-1.0,False
EP-02288-ENTRY_ON_NEW_FVG,EP-02288,ENTRY_ON_NEW_FVG,2026-06-04,STOP,2445,-15.25,-1.0,False
EP-02299-ENTRY_ON_DELAYED_DISPLACEMENT,EP-02299,ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-04,TARGET,2457,22.25,0.7607,True
